GENERATION_PROJECT,build_year,gen_overnight_cost,gen_fixed_om,gen_storage_energy_overnight_cost
Zhejiang-EP_Gas_CCGT_RC-ep-1076,2007,665600,12800,.
Zhejiang-EP_Gas_CCGT_RC-ep-1077,2013,665600,12800,.
Zhejiang-EP_Gas_CCGT_RC-ep-1078,2013,665600,12800,.
Zhejiang-EP_Gas_CCGT_RC-ep-1079,2005,665600,12800,.
Zhejiang-EP_Gas_CCGT_RC-ep-1080,2005,665600,12800,.
Zhejiang-EP_Gas_CCGT_RC-ep-1081,2005,665600,12800,.
Zhejiang-EP_Gas_CCGT_RC-ep-1082,2007,665600,12800,.
Zhejiang-EP_Gas_CCGT_RC-ep-1083,2007,665600,12800,.
Zhejiang-EP_Gas_CCGT_RC-ep-1108,2014,665600,12800,.
Zhejiang-EP_Gas_CCGT_RC-ep-1109,2014,665600,12800,.
Zhejiang-EP_Gas_CCGT_RC-ep-1110,2014,665600,12800,.
Zhejiang-EP_Gas_CCGT_RC-ep-1115,2015,665600,12800,.
Zhejiang-EP_Gas_CCGT_RC-ep-1116,2015,665600,12800,.
Zhejiang-EP_Gas_CCGT_RC-ep-1118,2015,665600,12800,.
Zhejiang-EP_Gas_CCGT_RC-ep-1119,2014,665600,12800,.
Zhejiang-EP_Gas_CCGT_RC-ep-1138,2013,665600,12800,.
Zhejiang-EP_Gas_CCGT_RC-ep-1139,2013,665600,12800,.
Zhejiang-EP_Gas_CCGT_RC-ep-1140,2015,665600,12800,.
Zhejiang-EP_Gas_CCGT_RC-ep-1141,2014,665600,12800,.
Zhejiang-EP_Gas_CCGT_RC-ep-1142,2006,665600,12800,.
Zhejiang-EP_Gas_CCGT_RC-ep-1143,2004,665600,12800,.
Zhejiang-EP_Gas_CCGT_RC-ep-1144,2008,665600,12800,.
Zhejiang-EP_Gas_CCGT_RC-ep-1145,2006,665600,12800,.
Zhejiang-EP_Gas_CCGT_RC-ep-1147,2015,665600,12800,.
Zhejiang-EP_Gas_CCGT_RC-ep-1148,2006,665600,12800,.
Zhejiang-EP_Gas_CCGT_RC-ep-3091,2016,665600,12800,.
Zhejiang-EP_Gas_CCGT_SEA-ep-1087,2014,665600,12800,.
Zhejiang-EP_Gas_CCGT_SEA-ep-1088,2014,665600,12800,.
Zhejiang-Hydro_NonPumped-ep-30031,1981,1342278,3300,.
Zhejiang-Hydro_NonPumped-ep-30062,1982,1342278,3300,.
Zhejiang-Hydro_NonPumped-ep-30093,1983,1342278,3300,.
Zhejiang-Hydro_NonPumped-ep-30124,1984,1342278,3300,.
Zhejiang-Hydro_NonPumped-ep-30155,1985,1342278,3300,.
Zhejiang-Hydro_NonPumped-ep-30186,1986,1342278,3300,.
Zhejiang-Hydro_NonPumped-ep-30217,1987,1342278,3300,.
Zhejiang-Hydro_NonPumped-ep-30248,1988,1342278,3300,.
Zhejiang-Hydro_NonPumped-ep-30279,1989,1342278,3300,.
Zhejiang-Hydro_NonPumped-ep-30310,1990,1342278,3300,.
Zhejiang-Hydro_NonPumped-ep-30341,1991,1342278,3300,.
Zhejiang-Hydro_NonPumped-ep-30372,1992,1342278,3300,.
Zhejiang-Hydro_NonPumped-ep-30403,1993,1342278,3300,.
Zhejiang-Hydro_NonPumped-ep-30434,1994,1342278,3300,.
Zhejiang-Hydro_NonPumped-ep-30465,1995,1342278,3300,.
Zhejiang-Hydro_NonPumped-ep-30496,1996,1342278,3300,.
Zhejiang-Hydro_NonPumped-ep-30527,1997,1342278,3300,.
Zhejiang-Hydro_NonPumped-ep-30558,1998,1342278,3300,.
Zhejiang-Hydro_NonPumped-ep-30581,1999,1342278,3300,.
Zhejiang-Hydro_NonPumped-ep-30604,2000,1342278,3300,.
Zhejiang-Hydro_NonPumped-ep-30627,2001,1342278,3300,.
Zhejiang-Hydro_NonPumped-ep-30650,2002,1342278,3300,.
Zhejiang-Hydro_NonPumped-ep-30673,2003,1342278,3300,.
Zhejiang-Hydro_NonPumped-ep-30693,2004,1342278,3300,.
Zhejiang-Hydro_NonPumped-ep-30716,2009,1342278,3300,.
Zhejiang-Hydro_NonPumped-ep-30744,2005,1342278,3300,.
Zhejiang-Hydro_NonPumped-ep-30767,2006,1342278,3300,.
Zhejiang-Hydro_NonPumped-ep-30791,2007,1342278,3300,.
Zhejiang-Hydro_NonPumped-ep-30811,2008,1342278,3300,.
Zhejiang-Hydro_NonPumped-ep-30856,2010,1342278,3300,.
Zhejiang-Hydro_NonPumped-ep-30865,2011,1342278,3300,.
Zhejiang-Hydro_NonPumped-ep-30933,2012,1342278,3300,.
Zhejiang-Hydro_NonPumped-ep-30967,2017,1342278,3300,.
Zhejiang-Hydro_NonPumped-ep-30974,2013,1342278,3300,.
Zhejiang-Hydro_NonPumped-ep-30985,2014,1342278,3300,.
Zhejiang-Hydro_NonPumped-ep-30989,2015,1342278,3300,.
Zhejiang-Hydro_NonPumped-ep-30992,2016,1342278,3300,.
Zhejiang-Hydro_Pumped-ep-35006,2010,1098228,2700,0
Zhejiang-Hydro_Pumped-ep-35017,1998,1098228,2700,0
Zhejiang-Hydro_Pumped-ep-35018,2000,1098228,2700,0
Zhejiang-Hydro_Pumped-ep-35023,2006,1098228,2700,0
Zhejiang-Hydro_Pumped-ep-35038,2020,1098228,2700,0
Zhejiang-Hydro_Pumped-ep-35054,2016,1098228,2700,0
Zhejiang-Nuclear_EP_SEA-ep-3092,2020,2378486,60000,.
Zhejiang-Nuclear_EP_SEA-ep-60005,1994,2378486,40000,.
Zhejiang-Nuclear_EP_SEA-ep-60006,2002,2378486,40000,.
Zhejiang-Nuclear_EP_SEA-ep-60007,2004,2378486,40000,.
Zhejiang-Nuclear_EP_SEA-ep-60008,2010,2378486,40000,.
Zhejiang-Nuclear_EP_SEA-ep-60009,2012,2378486,40000,.
Zhejiang-Nuclear_EP_SEA-ep-60010,2002,2378486,40000,.
Zhejiang-Nuclear_EP_SEA-ep-60011,2003,2378486,40000,.
Zhejiang-Nuclear_EP_SEA-ep-60027,2014,2378486,40000,.
Zhejiang-Nuclear_EP_SEA-ep-60028,2014,2378486,40000,.
Zhejiang-Nuclear_EP_SEA-ep-60033,2014,2378486,40000,.
Zhejiang-Wind_EP-ep-40023,2007,1204800,12000,.
Zhejiang-Wind_EP-ep-40041,2008,1204800,12000,.
Zhejiang-Wind_EP-ep-40062,2009,1204800,12000,.
Zhejiang-Wind_EP-ep-40068,2010,1204800,12000,.
Zhejiang-Wind_EP-ep-40077,2011,1204800,12000,.
Zhejiang-Wind_EP-ep-40102,2012,1204800,12000,.
Zhejiang-Wind_EP-ep-40130,2013,1204800,12000,.
Zhejiang-Wind_EP-ep-40159,2014,1204800,12000,.
Zhejiang-Wind_EP-ep-40185,2015,1204800,12000,.
Zhejiang-Wind_EP-ep-40213,2016,1204800,12000,.
Zhejiang-Wind_EP-ep-40237,2017,1204800,12000,.
Anhui-Battery_Storage-11177,2025,1485958,13421,0
Anhui-Central_PV-401,2025,1200000,12000,.
Anhui-Central_PV-402,2025,1200000,12000,.
Anhui-Central_PV-403,2025,1200000,12000,.
Anhui-Central_PV-404,2025,1200000,12000,.
Anhui-Coal_1000_OT-12107,2025,549787,5044,.
Anhui-Coal_1000_RC-12115,2025,578592,5309,.
Anhui-Coal_1000_RC-12125,2025,578592,5309,.
Anhui-Coal_300_OT-12111,2025,591611,5689,.
Anhui-Coal_300_RC-12119,2025,630091,6059,.
Anhui-Coal_300_RC-12129,2025,630091,6059,.
Anhui-Coal_600_OT-12109,2025,572364,5251,.
Anhui-Coal_600_RC-12117,2025,582951,5349,.
Anhui-Coal_600_RC-12127,2025,582951,5349,.
Anhui-Coal_IGCC_RC-12121,2025,1634880,15000,.
Anhui-Coal_IGCC_RC-12131,2025,1634880,15000,.
Anhui-Commercial_PV-2,2025,1500000,15000,.
Anhui-Commercial_PV-3,2025,1500000,15000,.
Anhui-Commercial_PV-4,2025,1500000,15000,.
Anhui-Gas_CCGT_OT-12113,2025,665600,6400,.
Anhui-Gas_CCGT_RC-12123,2025,665600,6400,.
Anhui-Gas_CCGT_RC-12133,2025,665600,6400,.
Anhui-Gas_Combustion_Turbine_RC-13107,2025,484343,4657,.
Anhui-Nuclear_SMR-13106,2025,4034304,36000,.
Anhui-Residential_PV-201,2025,2398125,23981,.
Anhui-Residential_PV-202,2025,2398125,23981,.
Anhui-Residential_PV-203,2025,2398125,23981,.
Anhui-Residential_PV-204,2025,2398125,23981,.
Anhui-Wind-1081,2025,1129443,11249,.
Anhui-Wind-1082,2025,1129443,11249,.
Anhui-Wind-1083,2025,1129443,11249,.
Anhui-Wind-1155,2025,1129443,11249,.
Anhui-Wind-1158,2025,1129443,11249,.
Fujian-Battery_Storage-11178,2025,1485958,13421,0
Fujian-Central_PV-407,2025,1200000,12000,.
Fujian-Central_PV-408,2025,1200000,12000,.
Fujian-Central_PV-409,2025,1200000,12000,.
Fujian-Central_PV-410,2025,1200000,12000,.
Fujian-Central_PV-411,2025,1200000,12000,.
Fujian-Central_PV-600,2025,1200000,12000,.
Fujian-Coal_1000_OT-12153,2025,549787,5044,.
Fujian-Coal_1000_RC-12135,2025,578592,5309,.
Fujian-Coal_1000_RC-12161,2025,578592,5309,.
Fujian-Coal_1000_RC-12171,2025,578592,5309,.
Fujian-Coal_1000_SEA-12145,2025,578584,5309,.
Fujian-Coal_1000_SEA-12181,2025,578584,5309,.
Fujian-Coal_300_OT-12157,2025,591611,5689,.
Fujian-Coal_300_RC-12139,2025,630091,6059,.
Fujian-Coal_300_RC-12165,2025,630091,6059,.
Fujian-Coal_300_RC-12175,2025,630091,6059,.
Fujian-Coal_300_SEA-12149,2025,630084,6059,.
Fujian-Coal_300_SEA-12185,2025,630084,6059,.
Fujian-Coal_600_OT-12155,2025,572364,5251,.
Fujian-Coal_600_RC-12137,2025,582951,5349,.
Fujian-Coal_600_RC-12163,2025,582951,5349,.
Fujian-Coal_600_RC-12173,2025,582951,5349,.
Fujian-Coal_600_SEA-12147,2025,582944,5349,.
Fujian-Coal_600_SEA-12183,2025,582944,5349,.
Fujian-Coal_IGCC_RC-12141,2025,1634880,15000,.
Fujian-Coal_IGCC_RC-12167,2025,1634880,15000,.
Fujian-Coal_IGCC_RC-12177,2025,1634880,15000,.
Fujian-Commercial_PV-10,2025,1500000,15000,.
Fujian-Commercial_PV-11,2025,1500000,15000,.
Fujian-Commercial_PV-200,2025,1500000,15000,.
Fujian-Commercial_PV-7,2025,1500000,15000,.
Fujian-Commercial_PV-8,2025,1500000,15000,.
Fujian-Commercial_PV-9,2025,1500000,15000,.
Fujian-Gas_CCGT_OT-12159,2025,665600,6400,.
Fujian-Gas_CCGT_RC-12143,2025,665600,6400,.
Fujian-Gas_CCGT_RC-12169,2025,665600,6400,.
Fujian-Gas_CCGT_RC-12179,2025,665600,6400,.
Fujian-Gas_CCGT_SEA-12151,2025,665600,6400,.
Fujian-Gas_CCGT_SEA-12187,2025,665600,6400,.
Fujian-Gas_Combustion_Turbine_RC-13124,2025,484343,4657,.
Fujian-Nuclear_SEA-13125,2025,2140637,18000,.
Fujian-Nuclear_SEA-13130,2025,2140637,18000,.
Fujian-Nuclear_SMR-13123,2025,4034304,36000,.
Fujian-Offshore_Wind-13118,2025,2183527,21748,.
Fujian-Residential_PV-207,2025,2398125,23981,.
Fujian-Residential_PV-208,2025,2398125,23981,.
Fujian-Residential_PV-209,2025,2398125,23981,.
Fujian-Residential_PV-210,2025,2398125,23981,.
Fujian-Residential_PV-211,2025,2398125,23981,.
Fujian-Residential_PV-400,2025,2398125,23981,.
Fujian-Wind-1021,2025,1129443,11249,.
Fujian-Wind-1022,2025,1129443,11249,.
Fujian-Wind-1024,2025,1129443,11249,.
Fujian-Wind-1029,2025,1129443,11249,.
Fujian-Wind-1035,2025,1129443,11249,.
Fujian-Wind-1042,2025,1129443,11249,.
Fujian-Wind-1044,2025,1129443,11249,.
Jiangsu-Battery_Storage-11179,2025,1485958,13421,0
Jiangsu-Central_PV-474,2025,1200000,12000,.
Jiangsu-Central_PV-475,2025,1200000,12000,.
Jiangsu-Central_PV-476,2025,1200000,12000,.
Jiangsu-Central_PV-477,2025,1200000,12000,.
Jiangsu-Central_PV-478,2025,1200000,12000,.
Jiangsu-Central_PV-570,2025,1200000,12000,.
Jiangsu-Central_PV-571,2025,1200000,12000,.
Jiangsu-Coal_1000_OT-11937,2025,549787,5044,.
Jiangsu-Coal_1000_OT-11955,2025,549787,5044,.
Jiangsu-Coal_1000_OT-11973,2025,549787,5044,.
Jiangsu-Coal_1000_OT-11999,2025,549787,5044,.
Jiangsu-Coal_1000_OT-12017,2025,549787,5044,.
Jiangsu-Coal_1000_RC-11945,2025,578592,5309,.
Jiangsu-Coal_1000_RC-11963,2025,578592,5309,.
Jiangsu-Coal_1000_RC-11981,2025,578592,5309,.
Jiangsu-Coal_1000_RC-12007,2025,578592,5309,.
Jiangsu-Coal_1000_RC-12025,2025,578592,5309,.
Jiangsu-Coal_1000_SEA-11991,2025,578584,5309,.
Jiangsu-Coal_300_OT-11941,2025,591611,5689,.
Jiangsu-Coal_300_OT-11959,2025,591611,5689,.
Jiangsu-Coal_300_OT-11977,2025,591611,5689,.
Jiangsu-Coal_300_OT-12003,2025,591611,5689,.
Jiangsu-Coal_300_OT-12021,2025,591611,5689,.
Jiangsu-Coal_300_RC-11949,2025,630091,6059,.
Jiangsu-Coal_300_RC-11967,2025,630091,6059,.
Jiangsu-Coal_300_RC-11985,2025,630091,6059,.
Jiangsu-Coal_300_RC-12011,2025,630091,6059,.
Jiangsu-Coal_300_RC-12029,2025,630091,6059,.
Jiangsu-Coal_300_SEA-11995,2025,630084,6059,.
Jiangsu-Coal_600_OT-11939,2025,572364,5251,.
Jiangsu-Coal_600_OT-11957,2025,572364,5251,.
Jiangsu-Coal_600_OT-11975,2025,572364,5251,.
Jiangsu-Coal_600_OT-12001,2025,572364,5251,.
Jiangsu-Coal_600_OT-12019,2025,572364,5251,.
Jiangsu-Coal_600_RC-11947,2025,582951,5349,.
Jiangsu-Coal_600_RC-11965,2025,582951,5349,.
Jiangsu-Coal_600_RC-11983,2025,582951,5349,.
Jiangsu-Coal_600_RC-12009,2025,582951,5349,.
Jiangsu-Coal_600_RC-12027,2025,582951,5349,.
Jiangsu-Coal_600_SEA-11993,2025,582944,5349,.
Jiangsu-Coal_IGCC_RC-11951,2025,1634880,15000,.
Jiangsu-Coal_IGCC_RC-11969,2025,1634880,15000,.
Jiangsu-Coal_IGCC_RC-11987,2025,1634880,15000,.
Jiangsu-Coal_IGCC_RC-12013,2025,1634880,15000,.
Jiangsu-Coal_IGCC_RC-12031,2025,1634880,15000,.
Jiangsu-Commercial_PV-129,2025,1500000,15000,.
Jiangsu-Commercial_PV-170,2025,1500000,15000,.
Jiangsu-Commercial_PV-74,2025,1500000,15000,.
Jiangsu-Commercial_PV-75,2025,1500000,15000,.
Jiangsu-Commercial_PV-76,2025,1500000,15000,.
Jiangsu-Commercial_PV-77,2025,1500000,15000,.
Jiangsu-Commercial_PV-78,2025,1500000,15000,.
Jiangsu-Gas_CCGT_OT-11943,2025,665600,6400,.
Jiangsu-Gas_CCGT_OT-11961,2025,665600,6400,.
Jiangsu-Gas_CCGT_OT-11979,2025,665600,6400,.
Jiangsu-Gas_CCGT_OT-12005,2025,665600,6400,.
Jiangsu-Gas_CCGT_OT-12023,2025,665600,6400,.
Jiangsu-Gas_CCGT_RC-11953,2025,665600,6400,.
Jiangsu-Gas_CCGT_RC-11971,2025,665600,6400,.
Jiangsu-Gas_CCGT_RC-11989,2025,665600,6400,.
Jiangsu-Gas_CCGT_RC-12015,2025,665600,6400,.
Jiangsu-Gas_CCGT_RC-12033,2025,665600,6400,.
Jiangsu-Gas_CCGT_SEA-11997,2025,665600,6400,.
Jiangsu-Gas_Combustion_Turbine_RC-13141,2025,484343,4657,.
Jiangsu-Nuclear_SEA-13132,2025,2140637,18000,.
Jiangsu-Nuclear_SMR-13140,2025,4034304,36000,.
Jiangsu-Offshore_Wind-13135,2025,2183527,21748,.
Jiangsu-Residential_PV-274,2025,2398125,23981,.
Jiangsu-Residential_PV-275,2025,2398125,23981,.
Jiangsu-Residential_PV-276,2025,2398125,23981,.
Jiangsu-Residential_PV-277,2025,2398125,23981,.
Jiangsu-Residential_PV-278,2025,2398125,23981,.
Jiangsu-Residential_PV-357,2025,2398125,23981,.
Jiangsu-Residential_PV-370,2025,2398125,23981,.
Jiangsu-Wind-1078,2025,1129443,11249,.
Jiangsu-Wind-1079,2025,1129443,11249,.
Jiangsu-Wind-1080,2025,1129443,11249,.
Jiangsu-Wind-1084,2025,1129443,11249,.
Jiangsu-Wind-1085,2025,1129443,11249,.
Jiangsu-Wind-1088,2025,1129443,11249,.
Jiangsu-Wind-1089,2025,1129443,11249,.
Jiangsu-Wind-1092,2025,1129443,11249,.
Jiangsu-Wind-1093,2025,1129443,11249,.
Jiangsu-Wind-1094,2025,1129443,11249,.
Jiangsu-Wind-1096,2025,1129443,11249,.
Jiangsu-Wind-1159,2025,1129443,11249,.
Shanghai-Battery_Storage-11180,2025,1485958,13421,0
Shanghai-Central_PV-509,2025,1200000,12000,.
Shanghai-Coal_1000_OT-11911,2025,549787,5044,.
Shanghai-Coal_1000_RC-11919,2025,578592,5309,.
Shanghai-Coal_1000_SEA-11929,2025,578584,5309,.
Shanghai-Coal_300_OT-11915,2025,591611,5689,.
Shanghai-Coal_300_RC-11923,2025,630091,6059,.
Shanghai-Coal_300_SEA-11933,2025,630084,6059,.
Shanghai-Coal_600_OT-11913,2025,572364,5251,.
Shanghai-Coal_600_RC-11921,2025,582951,5349,.
Shanghai-Coal_600_SEA-11931,2025,582944,5349,.
Shanghai-Coal_IGCC_RC-11925,2025,1634880,15000,.
Shanghai-Commercial_PV-109,2025,1500000,15000,.
Shanghai-Gas_CCGT_OT-11917,2025,665600,6400,.
Shanghai-Gas_CCGT_RC-11927,2025,665600,6400,.
Shanghai-Gas_CCGT_SEA-11935,2025,665600,6400,.
Shanghai-Gas_Combustion_Turbine_RC-13158,2025,484343,4657,.
Shanghai-Offshore_Wind-13152,2025,2183527,21748,.
Shanghai-Residential_PV-309,2025,2398125,23981,.
Shanghai-Wind-1068,2025,1129443,11249,.
Shanghai-Wind-1069,2025,1129443,11249,.
Shanghai-Wind-1072,2025,1129443,11249,.
Sichuan-Battery_Storage-11176,2025,1485958,13421,0
Sichuan-Central_PV-515,2025,1200000,12000,.
Sichuan-Central_PV-516,2025,1200000,12000,.
Sichuan-Central_PV-517,2025,1200000,12000,.
Sichuan-Central_PV-518,2025,1200000,12000,.
Sichuan-Central_PV-519,2025,1200000,12000,.
Sichuan-Central_PV-520,2025,1200000,12000,.
Sichuan-Central_PV-521,2025,1200000,12000,.
Sichuan-Coal_1000_RC-12687,2025,578592,5309,.
Sichuan-Coal_1000_RC-12697,2025,578592,5309,.
Sichuan-Coal_1000_RC-12707,2025,578592,5309,.
Sichuan-Coal_1000_RC-12717,2025,578592,5309,.
Sichuan-Coal_300_RC-12691,2025,630091,6059,.
Sichuan-Coal_300_RC-12701,2025,630091,6059,.
Sichuan-Coal_300_RC-12711,2025,630091,6059,.
Sichuan-Coal_300_RC-12721,2025,630091,6059,.
Sichuan-Coal_600_RC-12689,2025,582951,5349,.
Sichuan-Coal_600_RC-12699,2025,582951,5349,.
Sichuan-Coal_600_RC-12709,2025,582951,5349,.
Sichuan-Coal_600_RC-12719,2025,582951,5349,.
Sichuan-Coal_IGCC_RC-12693,2025,1634880,15000,.
Sichuan-Coal_IGCC_RC-12703,2025,1634880,15000,.
Sichuan-Coal_IGCC_RC-12713,2025,1634880,15000,.
Sichuan-Coal_IGCC_RC-12723,2025,1634880,15000,.
Sichuan-Commercial_PV-115,2025,1500000,15000,.
Sichuan-Commercial_PV-116,2025,1500000,15000,.
Sichuan-Commercial_PV-117,2025,1500000,15000,.
Sichuan-Commercial_PV-118,2025,1500000,15000,.
Sichuan-Commercial_PV-119,2025,1500000,15000,.
Sichuan-Commercial_PV-120,2025,1500000,15000,.
Sichuan-Commercial_PV-121,2025,1500000,15000,.
Sichuan-Gas_CCGT_RC-12695,2025,665600,6400,.
Sichuan-Gas_CCGT_RC-12705,2025,665600,6400,.
Sichuan-Gas_CCGT_RC-12715,2025,665600,6400,.
Sichuan-Gas_CCGT_RC-12725,2025,665600,6400,.
Sichuan-Gas_Combustion_Turbine_RC-13090,2025,484343,4657,.
Sichuan-Hydro_NonPumped-ep-31036,2025,1342278,3300,.
Sichuan-Nuclear_SMR-13089,2025,4034304,36000,.
Sichuan-Residential_PV-315,2025,2398125,23981,.
Sichuan-Residential_PV-316,2025,2398125,23981,.
Sichuan-Residential_PV-317,2025,2398125,23981,.
Sichuan-Residential_PV-318,2025,2398125,23981,.
Sichuan-Residential_PV-319,2025,2398125,23981,.
Sichuan-Residential_PV-320,2025,2398125,23981,.
Sichuan-Residential_PV-321,2025,2398125,23981,.
Sichuan-Wind-1049,2025,1129443,11249,.
Sichuan-Wind-1066,2025,1129443,11249,.
Sichuan-Wind-1200,2025,1129443,11249,.
Zhejiang-Battery_Storage-11181,2025,1485958,13421,0
Zhejiang-Central_PV-547,2025,1200000,12000,.
Zhejiang-Central_PV-548,2025,1200000,12000,.
Zhejiang-Central_PV-549,2025,1200000,12000,.
Zhejiang-Central_PV-550,2025,1200000,12000,.
Zhejiang-Central_PV-551,2025,1200000,12000,.
Zhejiang-Coal_1000_OT-12063,2025,549787,5044,.
Zhejiang-Coal_1000_RC-12035,2025,578592,5309,.
Zhejiang-Coal_1000_RC-12045,2025,578592,5309,.
Zhejiang-Coal_1000_RC-12071,2025,578592,5309,.
Zhejiang-Coal_1000_RC-12089,2025,578592,5309,.
Zhejiang-Coal_1000_SEA-12055,2025,578584,5309,.
Zhejiang-Coal_1000_SEA-12081,2025,578584,5309,.
Zhejiang-Coal_1000_SEA-12099,2025,578584,5309,.
Zhejiang-Coal_300_OT-12067,2025,591611,5689,.
Zhejiang-Coal_300_RC-12039,2025,630091,6059,.
Zhejiang-Coal_300_RC-12049,2025,630091,6059,.
Zhejiang-Coal_300_RC-12075,2025,630091,6059,.
Zhejiang-Coal_300_RC-12093,2025,630091,6059,.
Zhejiang-Coal_300_SEA-12059,2025,630084,6059,.
Zhejiang-Coal_300_SEA-12085,2025,630084,6059,.
Zhejiang-Coal_300_SEA-12103,2025,630084,6059,.
Zhejiang-Coal_600_OT-12065,2025,572364,5251,.
Zhejiang-Coal_600_RC-12037,2025,582951,5349,.
Zhejiang-Coal_600_RC-12047,2025,582951,5349,.
Zhejiang-Coal_600_RC-12073,2025,582951,5349,.
Zhejiang-Coal_600_RC-12091,2025,582951,5349,.
Zhejiang-Coal_600_SEA-12057,2025,582944,5349,.
Zhejiang-Coal_600_SEA-12083,2025,582944,5349,.
Zhejiang-Coal_600_SEA-12101,2025,582944,5349,.
Zhejiang-Coal_IGCC_RC-12041,2025,1634880,15000,.
Zhejiang-Coal_IGCC_RC-12051,2025,1634880,15000,.
Zhejiang-Coal_IGCC_RC-12077,2025,1634880,15000,.
Zhejiang-Coal_IGCC_RC-12095,2025,1634880,15000,.
Zhejiang-Commercial_PV-147,2025,1500000,15000,.
Zhejiang-Commercial_PV-148,2025,1500000,15000,.
Zhejiang-Commercial_PV-149,2025,1500000,15000,.
Zhejiang-Commercial_PV-150,2025,1500000,15000,.
Zhejiang-Commercial_PV-151,2025,1500000,15000,.
Zhejiang-Gas_CCGT_OT-12069,2025,665600,6400,.
Zhejiang-Gas_CCGT_RC-12043,2025,665600,6400,.
Zhejiang-Gas_CCGT_RC-12053,2025,665600,6400,.
Zhejiang-Gas_CCGT_RC-12079,2025,665600,6400,.
Zhejiang-Gas_CCGT_RC-12097,2025,665600,6400,.
Zhejiang-Gas_CCGT_SEA-12061,2025,665600,6400,.
Zhejiang-Gas_CCGT_SEA-12087,2025,665600,6400,.
Zhejiang-Gas_CCGT_SEA-12105,2025,665600,6400,.
Zhejiang-Gas_Combustion_Turbine_RC-13175,2025,484343,4657,.
Zhejiang-Nuclear_SEA-13131,2025,2140637,18000,.
Zhejiang-Nuclear_SEA-13176,2025,2140637,18000,.
Zhejiang-Nuclear_SMR-13174,2025,4034304,36000,.
Zhejiang-Offshore_Wind-13169,2025,2183527,21748,.
Zhejiang-Residential_PV-347,2025,2398125,23981,.
Zhejiang-Residential_PV-348,2025,2398125,23981,.
Zhejiang-Residential_PV-349,2025,2398125,23981,.
Zhejiang-Residential_PV-350,2025,2398125,23981,.
Zhejiang-Residential_PV-351,2025,2398125,23981,.
Zhejiang-Wind-1048,2025,1129443,11249,.
Zhejiang-Wind-1051,2025,1129443,11249,.
Zhejiang-Wind-1053,2025,1129443,11249,.
Zhejiang-Wind-1054,2025,1129443,11249,.
Zhejiang-Wind-1056,2025,1129443,11249,.
Zhejiang-Wind-1059,2025,1129443,11249,.
Zhejiang-Wind-1061,2025,1129443,11249,.
Zhejiang-Wind-1065,2025,1129443,11249,.
Zhejiang-Wind-1067,2025,1129443,11249,.
Zhejiang-Wind-1157,2025,1129443,11249,.
Anhui-Battery_Storage-11177,2030,1346607,12162,0
Anhui-Central_PV-401,2030,1200000,12000,.
Anhui-Central_PV-402,2030,1200000,12000,.
Anhui-Central_PV-403,2030,1200000,12000,.
Anhui-Central_PV-404,2030,1200000,12000,.
Anhui-Coal_1000_OT-12107,2030,549787,5044,.
Anhui-Coal_1000_RC-12115,2030,578592,5309,.
Anhui-Coal_1000_RC-12125,2030,578592,5309,.
Anhui-Coal_300_OT-12111,2030,591611,5689,.
Anhui-Coal_300_RC-12119,2030,630091,6059,.
Anhui-Coal_300_RC-12129,2030,630091,6059,.
Anhui-Coal_600_OT-12109,2030,572364,5251,.
Anhui-Coal_600_RC-12117,2030,582951,5349,.
Anhui-Coal_600_RC-12127,2030,582951,5349,.
Anhui-Coal_IGCC_RC-12121,2030,1634880,15000,.
Anhui-Coal_IGCC_RC-12131,2030,1634880,15000,.
Anhui-Commercial_PV-2,2030,1500000,15000,.
Anhui-Commercial_PV-3,2030,1500000,15000,.
Anhui-Commercial_PV-4,2030,1500000,15000,.
Anhui-Gas_CCGT_OT-12113,2030,665600,6400,.
Anhui-Gas_CCGT_RC-12123,2030,665600,6400,.
Anhui-Gas_CCGT_RC-12133,2030,665600,6400,.
Anhui-Gas_Combustion_Turbine_RC-13107,2030,484343,4657,.
Anhui-Nuclear_SMR-13106,2030,4034304,36000,.
Anhui-Residential_PV-201,2030,2305552,23055,.
Anhui-Residential_PV-202,2030,2305552,23055,.
Anhui-Residential_PV-203,2030,2305552,23055,.
Anhui-Residential_PV-204,2030,2305552,23055,.
Anhui-Wind-1081,2030,1104447,11000,.
Anhui-Wind-1082,2030,1104447,11000,.
Anhui-Wind-1083,2030,1104447,11000,.
Anhui-Wind-1155,2030,1104447,11000,.
Anhui-Wind-1158,2030,1104447,11000,.
Fujian-Battery_Storage-11178,2030,1346607,12162,0
Fujian-Central_PV-407,2030,1200000,12000,.
Fujian-Central_PV-408,2030,1200000,12000,.
Fujian-Central_PV-409,2030,1200000,12000,.
Fujian-Central_PV-410,2030,1200000,12000,.
Fujian-Central_PV-411,2030,1200000,12000,.
Fujian-Central_PV-600,2030,1200000,12000,.
Fujian-Coal_1000_OT-12153,2030,549787,5044,.
Fujian-Coal_1000_RC-12135,2030,578592,5309,.
Fujian-Coal_1000_RC-12161,2030,578592,5309,.
Fujian-Coal_1000_RC-12171,2030,578592,5309,.
Fujian-Coal_1000_SEA-12145,2030,578584,5309,.
Fujian-Coal_1000_SEA-12181,2030,578584,5309,.
Fujian-Coal_300_OT-12157,2030,591611,5689,.
Fujian-Coal_300_RC-12139,2030,630091,6059,.
Fujian-Coal_300_RC-12165,2030,630091,6059,.
