GENERATION_PROJECT,build_year,gen_overnight_cost,gen_fixed_om,gen_storage_energy_overnight_cost
Fujian-Offshore_Wind-13118,2055,2013675,20057,.
Fujian-Residential_PV-207,2055,2106182,21062,.
Fujian-Residential_PV-208,2055,2106182,21062,.
Fujian-Residential_PV-209,2055,2106182,21062,.
Fujian-Residential_PV-210,2055,2106182,21062,.
Fujian-Residential_PV-211,2055,2106182,21062,.
Fujian-Residential_PV-400,2055,2106182,21062,.
Fujian-Wind-1021,2055,1006838,10028,.
Fujian-Wind-1022,2055,1006838,10028,.
Fujian-Wind-1024,2055,1006838,10028,.
Fujian-Wind-1029,2055,1006838,10028,.
Fujian-Wind-1035,2055,1006838,10028,.
Fujian-Wind-1042,2055,1006838,10028,.
Fujian-Wind-1044,2055,1006838,10028,.
Jiangsu-Battery_Storage-11179,2055,1328640,12000,0
Jiangsu-Central_PV-474,2055,1200000,12000,.
Jiangsu-Central_PV-475,2055,1200000,12000,.
Jiangsu-Central_PV-476,2055,1200000,12000,.
Jiangsu-Central_PV-477,2055,1200000,12000,.
Jiangsu-Central_PV-478,2055,1200000,12000,.
Jiangsu-Central_PV-570,2055,1200000,12000,.
Jiangsu-Central_PV-571,2055,1200000,12000,.
Jiangsu-Coal_1000_OT-11937,2055,549787,5044,.
Jiangsu-Coal_1000_OT-11955,2055,549787,5044,.
Jiangsu-Coal_1000_OT-11973,2055,549787,5044,.
Jiangsu-Coal_1000_OT-11999,2055,549787,5044,.
Jiangsu-Coal_1000_OT-12017,2055,549787,5044,.
Jiangsu-Coal_1000_RC-11945,2055,578592,5309,.
Jiangsu-Coal_1000_RC-11963,2055,578592,5309,.
Jiangsu-Coal_1000_RC-11981,2055,578592,5309,.
Jiangsu-Coal_1000_RC-12007,2055,578592,5309,.
Jiangsu-Coal_1000_RC-12025,2055,578592,5309,.
Jiangsu-Coal_1000_SEA-11991,2055,578584,5309,.
Jiangsu-Coal_300_OT-11941,2055,591611,5689,.
Jiangsu-Coal_300_OT-11959,2055,591611,5689,.
Jiangsu-Coal_300_OT-11977,2055,591611,5689,.
Jiangsu-Coal_300_OT-12003,2055,591611,5689,.
Jiangsu-Coal_300_OT-12021,2055,591611,5689,.
Jiangsu-Coal_300_RC-11949,2055,630091,6059,.
Jiangsu-Coal_300_RC-11967,2055,630091,6059,.
Jiangsu-Coal_300_RC-11985,2055,630091,6059,.
Jiangsu-Coal_300_RC-12011,2055,630091,6059,.
Jiangsu-Coal_300_RC-12029,2055,630091,6059,.
Jiangsu-Coal_300_SEA-11995,2055,630084,6059,.
Jiangsu-Coal_600_OT-11939,2055,572364,5251,.
Jiangsu-Coal_600_OT-11957,2055,572364,5251,.
Jiangsu-Coal_600_OT-11975,2055,572364,5251,.
Jiangsu-Coal_600_OT-12001,2055,572364,5251,.
Jiangsu-Coal_600_OT-12019,2055,572364,5251,.
Jiangsu-Coal_600_RC-11947,2055,582951,5349,.
Jiangsu-Coal_600_RC-11965,2055,582951,5349,.
Jiangsu-Coal_600_RC-11983,2055,582951,5349,.
Jiangsu-Coal_600_RC-12009,2055,582951,5349,.
Jiangsu-Coal_600_RC-12027,2055,582951,5349,.
Jiangsu-Coal_600_SEA-11993,2055,582944,5349,.
Jiangsu-Coal_IGCC_RC-11951,2055,1634880,15000,.
Jiangsu-Coal_IGCC_RC-11969,2055,1634880,15000,.
Jiangsu-Coal_IGCC_RC-11987,2055,1634880,15000,.
Jiangsu-Coal_IGCC_RC-12013,2055,1634880,15000,.
Jiangsu-Coal_IGCC_RC-12031,2055,1634880,15000,.
Jiangsu-Commercial_PV-129,2055,1500000,15000,.
Jiangsu-Commercial_PV-170,2055,1500000,15000,.
Jiangsu-Commercial_PV-74,2055,1500000,15000,.
Jiangsu-Commercial_PV-75,2055,1500000,15000,.
Jiangsu-Commercial_PV-76,2055,1500000,15000,.
Jiangsu-Commercial_PV-77,2055,1500000,15000,.
Jiangsu-Commercial_PV-78,2055,1500000,15000,.
Jiangsu-Gas_CCGT_OT-11943,2055,665600,6400,.
Jiangsu-Gas_CCGT_OT-11961,2055,665600,6400,.
Jiangsu-Gas_CCGT_OT-11979,2055,665600,6400,.
Jiangsu-Gas_CCGT_OT-12005,2055,665600,6400,.
Jiangsu-Gas_CCGT_OT-12023,2055,665600,6400,.
Jiangsu-Gas_CCGT_RC-11953,2055,665600,6400,.
Jiangsu-Gas_CCGT_RC-11971,2055,665600,6400,.
Jiangsu-Gas_CCGT_RC-11989,2055,665600,6400,.
Jiangsu-Gas_CCGT_RC-12015,2055,665600,6400,.
Jiangsu-Gas_CCGT_RC-12033,2055,665600,6400,.
Jiangsu-Gas_CCGT_SEA-11997,2055,665600,6400,.
Jiangsu-Gas_Combustion_Turbine_RC-13141,2055,484343,4657,.
Jiangsu-Nuclear_SEA-13132,2055,2140637,18000,.
Jiangsu-Nuclear_SMR-13140,2055,4034304,36000,.
Jiangsu-Offshore_Wind-13135,2055,2013675,20057,.
Jiangsu-Residential_PV-274,2055,2106182,21062,.
Jiangsu-Residential_PV-275,2055,2106182,21062,.
Jiangsu-Residential_PV-276,2055,2106182,21062,.
Jiangsu-Residential_PV-277,2055,2106182,21062,.
Jiangsu-Residential_PV-278,2055,2106182,21062,.
Jiangsu-Residential_PV-357,2055,2106182,21062,.
Jiangsu-Residential_PV-370,2055,2106182,21062,.
Jiangsu-Wind-1078,2055,1006838,10028,.
Jiangsu-Wind-1079,2055,1006838,10028,.
Jiangsu-Wind-1080,2055,1006838,10028,.
Jiangsu-Wind-1084,2055,1006838,10028,.
Jiangsu-Wind-1085,2055,1006838,10028,.
Jiangsu-Wind-1088,2055,1006838,10028,.
Jiangsu-Wind-1089,2055,1006838,10028,.
Jiangsu-Wind-1092,2055,1006838,10028,.
Jiangsu-Wind-1093,2055,1006838,10028,.
Jiangsu-Wind-1094,2055,1006838,10028,.
Jiangsu-Wind-1096,2055,1006838,10028,.
Jiangsu-Wind-1159,2055,1006838,10028,.
Shanghai-Battery_Storage-11180,2055,1328640,12000,0
Shanghai-Central_PV-509,2055,1200000,12000,.
Shanghai-Coal_1000_OT-11911,2055,549787,5044,.
Shanghai-Coal_1000_RC-11919,2055,578592,5309,.
Shanghai-Coal_1000_SEA-11929,2055,578584,5309,.
Shanghai-Coal_300_OT-11915,2055,591611,5689,.
Shanghai-Coal_300_RC-11923,2055,630091,6059,.
Shanghai-Coal_300_SEA-11933,2055,630084,6059,.
Shanghai-Coal_600_OT-11913,2055,572364,5251,.
Shanghai-Coal_600_RC-11921,2055,582951,5349,.
Shanghai-Coal_600_SEA-11931,2055,582944,5349,.
Shanghai-Coal_IGCC_RC-11925,2055,1634880,15000,.
Shanghai-Commercial_PV-109,2055,1500000,15000,.
Shanghai-Gas_CCGT_OT-11917,2055,665600,6400,.
Shanghai-Gas_CCGT_RC-11927,2055,665600,6400,.
Shanghai-Gas_CCGT_SEA-11935,2055,665600,6400,.
Shanghai-Gas_Combustion_Turbine_RC-13158,2055,484343,4657,.
Shanghai-Offshore_Wind-13152,2055,2013675,20057,.
Shanghai-Residential_PV-309,2055,2106182,21062,.
Shanghai-Wind-1068,2055,1006838,10028,.
Shanghai-Wind-1069,2055,1006838,10028,.
Shanghai-Wind-1072,2055,1006838,10028,.
Sichuan-Battery_Storage-11176,2055,1328640,12000,0
Sichuan-Central_PV-515,2055,1200000,12000,.
Sichuan-Central_PV-516,2055,1200000,12000,.
Sichuan-Central_PV-517,2055,1200000,12000,.
Sichuan-Central_PV-518,2055,1200000,12000,.
Sichuan-Central_PV-519,2055,1200000,12000,.
Sichuan-Central_PV-520,2055,1200000,12000,.
Sichuan-Central_PV-521,2055,1200000,12000,.
Sichuan-Coal_1000_RC-12687,2055,578592,5309,.
Sichuan-Coal_1000_RC-12697,2055,578592,5309,.
Sichuan-Coal_1000_RC-12707,2055,578592,5309,.
Sichuan-Coal_1000_RC-12717,2055,578592,5309,.
Sichuan-Coal_300_RC-12691,2055,630091,6059,.
Sichuan-Coal_300_RC-12701,2055,630091,6059,.
Sichuan-Coal_300_RC-12711,2055,630091,6059,.
Sichuan-Coal_300_RC-12721,2055,630091,6059,.
Sichuan-Coal_600_RC-12689,2055,582951,5349,.
Sichuan-Coal_600_RC-12699,2055,582951,5349,.
Sichuan-Coal_600_RC-12709,2055,582951,5349,.
Sichuan-Coal_600_RC-12719,2055,582951,5349,.
Sichuan-Coal_IGCC_RC-12693,2055,1634880,15000,.
Sichuan-Coal_IGCC_RC-12703,2055,1634880,15000,.
Sichuan-Coal_IGCC_RC-12713,2055,1634880,15000,.
Sichuan-Coal_IGCC_RC-12723,2055,1634880,15000,.
Sichuan-Commercial_PV-115,2055,1500000,15000,.
Sichuan-Commercial_PV-116,2055,1500000,15000,.
Sichuan-Commercial_PV-117,2055,1500000,15000,.
Sichuan-Commercial_PV-118,2055,1500000,15000,.
Sichuan-Commercial_PV-119,2055,1500000,15000,.
Sichuan-Commercial_PV-120,2055,1500000,15000,.
Sichuan-Commercial_PV-121,2055,1500000,15000,.
Sichuan-Gas_CCGT_RC-12695,2055,665600,6400,.
Sichuan-Gas_CCGT_RC-12705,2055,665600,6400,.
Sichuan-Gas_CCGT_RC-12715,2055,665600,6400,.
Sichuan-Gas_CCGT_RC-12725,2055,665600,6400,.
Sichuan-Gas_Combustion_Turbine_RC-13090,2055,484343,4657,.
Sichuan-Nuclear_SMR-13089,2055,4034304,36000,.
Sichuan-Residential_PV-315,2055,2106182,21062,.
Sichuan-Residential_PV-316,2055,2106182,21062,.
Sichuan-Residential_PV-317,2055,2106182,21062,.
Sichuan-Residential_PV-318,2055,2106182,21062,.
Sichuan-Residential_PV-319,2055,2106182,21062,.
Sichuan-Residential_PV-320,2055,2106182,21062,.
Sichuan-Residential_PV-321,2055,2106182,21062,.
Sichuan-Wind-1049,2055,1006838,10028,.
Sichuan-Wind-1066,2055,1006838,10028,.
Sichuan-Wind-1200,2055,1006838,10028,.
Zhejiang-Battery_Storage-11181,2055,1328640,12000,0
Zhejiang-Central_PV-547,2055,1200000,12000,.
Zhejiang-Central_PV-548,2055,1200000,12000,.
Zhejiang-Central_PV-549,2055,1200000,12000,.
Zhejiang-Central_PV-550,2055,1200000,12000,.
Zhejiang-Central_PV-551,2055,1200000,12000,.
Zhejiang-Coal_1000_OT-12063,2055,549787,5044,.
Zhejiang-Coal_1000_RC-12035,2055,578592,5309,.
Zhejiang-Coal_1000_RC-12045,2055,578592,5309,.
Zhejiang-Coal_1000_RC-12071,2055,578592,5309,.
Zhejiang-Coal_1000_RC-12089,2055,578592,5309,.
Zhejiang-Coal_1000_SEA-12055,2055,578584,5309,.
Zhejiang-Coal_1000_SEA-12081,2055,578584,5309,.
Zhejiang-Coal_1000_SEA-12099,2055,578584,5309,.
Zhejiang-Coal_300_OT-12067,2055,591611,5689,.
Zhejiang-Coal_300_RC-12039,2055,630091,6059,.
Zhejiang-Coal_300_RC-12049,2055,630091,6059,.
Zhejiang-Coal_300_RC-12075,2055,630091,6059,.
Zhejiang-Coal_300_RC-12093,2055,630091,6059,.
Zhejiang-Coal_300_SEA-12059,2055,630084,6059,.
Zhejiang-Coal_300_SEA-12085,2055,630084,6059,.
Zhejiang-Coal_300_SEA-12103,2055,630084,6059,.
Zhejiang-Coal_600_OT-12065,2055,572364,5251,.
Zhejiang-Coal_600_RC-12037,2055,582951,5349,.
Zhejiang-Coal_600_RC-12047,2055,582951,5349,.
Zhejiang-Coal_600_RC-12073,2055,582951,5349,.
Zhejiang-Coal_600_RC-12091,2055,582951,5349,.
Zhejiang-Coal_600_SEA-12057,2055,582944,5349,.
Zhejiang-Coal_600_SEA-12083,2055,582944,5349,.
Zhejiang-Coal_600_SEA-12101,2055,582944,5349,.
Zhejiang-Coal_IGCC_RC-12041,2055,1634880,15000,.
Zhejiang-Coal_IGCC_RC-12051,2055,1634880,15000,.
Zhejiang-Coal_IGCC_RC-12077,2055,1634880,15000,.
Zhejiang-Coal_IGCC_RC-12095,2055,1634880,15000,.
Zhejiang-Commercial_PV-147,2055,1500000,15000,.
Zhejiang-Commercial_PV-148,2055,1500000,15000,.
Zhejiang-Commercial_PV-149,2055,1500000,15000,.
Zhejiang-Commercial_PV-150,2055,1500000,15000,.
Zhejiang-Commercial_PV-151,2055,1500000,15000,.
Zhejiang-Gas_CCGT_OT-12069,2055,665600,6400,.
Zhejiang-Gas_CCGT_RC-12043,2055,665600,6400,.
Zhejiang-Gas_CCGT_RC-12053,2055,665600,6400,.
Zhejiang-Gas_CCGT_RC-12079,2055,665600,6400,.
Zhejiang-Gas_CCGT_RC-12097,2055,665600,6400,.
Zhejiang-Gas_CCGT_SEA-12061,2055,665600,6400,.
Zhejiang-Gas_CCGT_SEA-12087,2055,665600,6400,.
Zhejiang-Gas_CCGT_SEA-12105,2055,665600,6400,.
Zhejiang-Gas_Combustion_Turbine_RC-13175,2055,484343,4657,.
Zhejiang-Nuclear_SEA-13131,2055,2140637,18000,.
Zhejiang-Nuclear_SEA-13176,2055,2140637,18000,.
Zhejiang-Nuclear_SMR-13174,2055,4034304,36000,.
Zhejiang-Offshore_Wind-13169,2055,2013675,20057,.
Zhejiang-Residential_PV-347,2055,2106182,21062,.
Zhejiang-Residential_PV-348,2055,2106182,21062,.
Zhejiang-Residential_PV-349,2055,2106182,21062,.
Zhejiang-Residential_PV-350,2055,2106182,21062,.
Zhejiang-Residential_PV-351,2055,2106182,21062,.
Zhejiang-Wind-1048,2055,1006838,10028,.
Zhejiang-Wind-1051,2055,1006838,10028,.
Zhejiang-Wind-1053,2055,1006838,10028,.
Zhejiang-Wind-1054,2055,1006838,10028,.
Zhejiang-Wind-1056,2055,1006838,10028,.
Zhejiang-Wind-1059,2055,1006838,10028,.
Zhejiang-Wind-1061,2055,1006838,10028,.
Zhejiang-Wind-1065,2055,1006838,10028,.
Zhejiang-Wind-1067,2055,1006838,10028,.
Zhejiang-Wind-1157,2055,1006838,10028,.
Anhui-Battery_Storage-11177,2060,1328640,12000,0
Anhui-Central_PV-401,2060,1200000,12000,.
Anhui-Central_PV-402,2060,1200000,12000,.
Anhui-Central_PV-403,2060,1200000,12000,.
Anhui-Central_PV-404,2060,1200000,12000,.
Anhui-Coal_1000_OT-12107,2060,549787,5044,.
Anhui-Coal_1000_RC-12115,2060,578592,5309,.
Anhui-Coal_1000_RC-12125,2060,578592,5309,.
Anhui-Coal_300_OT-12111,2060,591611,5689,.
Anhui-Coal_300_RC-12119,2060,630091,6059,.
Anhui-Coal_300_RC-12129,2060,630091,6059,.
Anhui-Coal_600_OT-12109,2060,572364,5251,.
Anhui-Coal_600_RC-12117,2060,582951,5349,.
Anhui-Coal_600_RC-12127,2060,582951,5349,.
Anhui-Coal_IGCC_RC-12121,2060,1634880,15000,.
Anhui-Coal_IGCC_RC-12131,2060,1634880,15000,.
Anhui-Commercial_PV-2,2060,1500000,15000,.
Anhui-Commercial_PV-3,2060,1500000,15000,.
Anhui-Commercial_PV-4,2060,1500000,15000,.
Anhui-Gas_CCGT_OT-12113,2060,665600,6400,.
Anhui-Gas_CCGT_RC-12123,2060,665600,6400,.
Anhui-Gas_CCGT_RC-12133,2060,665600,6400,.
Anhui-Gas_Combustion_Turbine_RC-13107,2060,484343,4657,.
Anhui-Nuclear_SMR-13106,2060,4034304,36000,.
Anhui-Residential_PV-201,2060,2106182,21062,.
Anhui-Residential_PV-202,2060,2106182,21062,.
Anhui-Residential_PV-203,2060,2106182,21062,.
Anhui-Residential_PV-204,2060,2106182,21062,.
Anhui-Wind-1081,2060,1006838,10028,.
Anhui-Wind-1082,2060,1006838,10028,.
Anhui-Wind-1083,2060,1006838,10028,.
Anhui-Wind-1155,2060,1006838,10028,.
Anhui-Wind-1158,2060,1006838,10028,.
Fujian-Battery_Storage-11178,2060,1328640,12000,0
Fujian-Central_PV-407,2060,1200000,12000,.
Fujian-Central_PV-408,2060,1200000,12000,.
Fujian-Central_PV-409,2060,1200000,12000,.
Fujian-Central_PV-410,2060,1200000,12000,.
Fujian-Central_PV-411,2060,1200000,12000,.
Fujian-Central_PV-600,2060,1200000,12000,.
Fujian-Coal_1000_OT-12153,2060,549787,5044,.
Fujian-Coal_1000_RC-12135,2060,578592,5309,.
Fujian-Coal_1000_RC-12161,2060,578592,5309,.
Fujian-Coal_1000_RC-12171,2060,578592,5309,.
Fujian-Coal_1000_SEA-12145,2060,578584,5309,.
Fujian-Coal_1000_SEA-12181,2060,578584,5309,.
Fujian-Coal_300_OT-12157,2060,591611,5689,.
Fujian-Coal_300_RC-12139,2060,630091,6059,.
Fujian-Coal_300_RC-12165,2060,630091,6059,.
Fujian-Coal_300_RC-12175,2060,630091,6059,.
Fujian-Coal_300_SEA-12149,2060,630084,6059,.
Fujian-Coal_300_SEA-12185,2060,630084,6059,.
Fujian-Coal_600_OT-12155,2060,572364,5251,.
Fujian-Coal_600_RC-12137,2060,582951,5349,.
Fujian-Coal_600_RC-12163,2060,582951,5349,.
Fujian-Coal_600_RC-12173,2060,582951,5349,.
Fujian-Coal_600_SEA-12147,2060,582944,5349,.
Fujian-Coal_600_SEA-12183,2060,582944,5349,.
Fujian-Coal_IGCC_RC-12141,2060,1634880,15000,.
Fujian-Coal_IGCC_RC-12167,2060,1634880,15000,.
Fujian-Coal_IGCC_RC-12177,2060,1634880,15000,.
Fujian-Commercial_PV-10,2060,1500000,15000,.
Fujian-Commercial_PV-11,2060,1500000,15000,.
Fujian-Commercial_PV-200,2060,1500000,15000,.
Fujian-Commercial_PV-7,2060,1500000,15000,.
Fujian-Commercial_PV-8,2060,1500000,15000,.
Fujian-Commercial_PV-9,2060,1500000,15000,.
Fujian-Gas_CCGT_OT-12159,2060,665600,6400,.
Fujian-Gas_CCGT_RC-12143,2060,665600,6400,.
Fujian-Gas_CCGT_RC-12169,2060,665600,6400,.
Fujian-Gas_CCGT_RC-12179,2060,665600,6400,.
Fujian-Gas_CCGT_SEA-12151,2060,665600,6400,.
Fujian-Gas_CCGT_SEA-12187,2060,665600,6400,.
Fujian-Gas_Combustion_Turbine_RC-13124,2060,484343,4657,.
Fujian-Nuclear_SEA-13125,2060,2140637,18000,.
Fujian-Nuclear_SEA-13130,2060,2140637,18000,.
Fujian-Nuclear_SMR-13123,2060,4034304,36000,.
Fujian-Offshore_Wind-13118,2060,2013675,20057,.
Fujian-Residential_PV-207,2060,2106182,21062,.
Fujian-Residential_PV-208,2060,2106182,21062,.
Fujian-Residential_PV-209,2060,2106182,21062,.
Fujian-Residential_PV-210,2060,2106182,21062,.
Fujian-Residential_PV-211,2060,2106182,21062,.
Fujian-Residential_PV-400,2060,2106182,21062,.
Fujian-Wind-1021,2060,1006838,10028,.
Fujian-Wind-1022,2060,1006838,10028,.
Fujian-Wind-1024,2060,1006838,10028,.
Fujian-Wind-1029,2060,1006838,10028,.
Fujian-Wind-1035,2060,1006838,10028,.
Fujian-Wind-1042,2060,1006838,10028,.
Fujian-Wind-1044,2060,1006838,10028,.
Jiangsu-Battery_Storage-11179,2060,1328640,12000,0
Jiangsu-Central_PV-474,2060,1200000,12000,.
Jiangsu-Central_PV-475,2060,1200000,12000,.
Jiangsu-Central_PV-476,2060,1200000,12000,.
Jiangsu-Central_PV-477,2060,1200000,12000,.
Jiangsu-Central_PV-478,2060,1200000,12000,.
Jiangsu-Central_PV-570,2060,1200000,12000,.
Jiangsu-Central_PV-571,2060,1200000,12000,.
Jiangsu-Coal_1000_OT-11937,2060,549787,5044,.
Jiangsu-Coal_1000_OT-11955,2060,549787,5044,.
Jiangsu-Coal_1000_OT-11973,2060,549787,5044,.
Jiangsu-Coal_1000_OT-11999,2060,549787,5044,.
Jiangsu-Coal_1000_OT-12017,2060,549787,5044,.
Jiangsu-Coal_1000_RC-11945,2060,578592,5309,.
Jiangsu-Coal_1000_RC-11963,2060,578592,5309,.
Jiangsu-Coal_1000_RC-11981,2060,578592,5309,.
Jiangsu-Coal_1000_RC-12007,2060,578592,5309,.
Jiangsu-Coal_1000_RC-12025,2060,578592,5309,.
Jiangsu-Coal_1000_SEA-11991,2060,578584,5309,.
Jiangsu-Coal_300_OT-11941,2060,591611,5689,.
Jiangsu-Coal_300_OT-11959,2060,591611,5689,.
Jiangsu-Coal_300_OT-11977,2060,591611,5689,.
Jiangsu-Coal_300_OT-12003,2060,591611,5689,.
Jiangsu-Coal_300_OT-12021,2060,591611,5689,.
Jiangsu-Coal_300_RC-11949,2060,630091,6059,.
Jiangsu-Coal_300_RC-11967,2060,630091,6059,.
Jiangsu-Coal_300_RC-11985,2060,630091,6059,.
Jiangsu-Coal_300_RC-12011,2060,630091,6059,.
Jiangsu-Coal_300_RC-12029,2060,630091,6059,.
Jiangsu-Coal_300_SEA-11995,2060,630084,6059,.
Jiangsu-Coal_600_OT-11939,2060,572364,5251,.
Jiangsu-Coal_600_OT-11957,2060,572364,5251,.
Jiangsu-Coal_600_OT-11975,2060,572364,5251,.
Jiangsu-Coal_600_OT-12001,2060,572364,5251,.
Jiangsu-Coal_600_OT-12019,2060,572364,5251,.
Jiangsu-Coal_600_RC-11947,2060,582951,5349,.
Jiangsu-Coal_600_RC-11965,2060,582951,5349,.
Jiangsu-Coal_600_RC-11983,2060,582951,5349,.
Jiangsu-Coal_600_RC-12009,2060,582951,5349,.
Jiangsu-Coal_600_RC-12027,2060,582951,5349,.
Jiangsu-Coal_600_SEA-11993,2060,582944,5349,.
Jiangsu-Coal_IGCC_RC-11951,2060,1634880,15000,.
Jiangsu-Coal_IGCC_RC-11969,2060,1634880,15000,.
Jiangsu-Coal_IGCC_RC-11987,2060,1634880,15000,.
Jiangsu-Coal_IGCC_RC-12013,2060,1634880,15000,.
Jiangsu-Coal_IGCC_RC-12031,2060,1634880,15000,.
Jiangsu-Commercial_PV-129,2060,1500000,15000,.
Jiangsu-Commercial_PV-170,2060,1500000,15000,.
Jiangsu-Commercial_PV-74,2060,1500000,15000,.
Jiangsu-Commercial_PV-75,2060,1500000,15000,.
Jiangsu-Commercial_PV-76,2060,1500000,15000,.
Jiangsu-Commercial_PV-77,2060,1500000,15000,.
Jiangsu-Commercial_PV-78,2060,1500000,15000,.
Jiangsu-Gas_CCGT_OT-11943,2060,665600,6400,.
Jiangsu-Gas_CCGT_OT-11961,2060,665600,6400,.
Jiangsu-Gas_CCGT_OT-11979,2060,665600,6400,.
Jiangsu-Gas_CCGT_OT-12005,2060,665600,6400,.
Jiangsu-Gas_CCGT_OT-12023,2060,665600,6400,.
Jiangsu-Gas_CCGT_RC-11953,2060,665600,6400,.
Jiangsu-Gas_CCGT_RC-11971,2060,665600,6400,.
Jiangsu-Gas_CCGT_RC-11989,2060,665600,6400,.
Jiangsu-Gas_CCGT_RC-12015,2060,665600,6400,.
Jiangsu-Gas_CCGT_RC-12033,2060,665600,6400,.
Jiangsu-Gas_CCGT_SEA-11997,2060,665600,6400,.
Jiangsu-Gas_Combustion_Turbine_RC-13141,2060,484343,4657,.
Jiangsu-Nuclear_SEA-13132,2060,2140637,18000,.
Jiangsu-Nuclear_SMR-13140,2060,4034304,36000,.
Jiangsu-Offshore_Wind-13135,2060,2013675,20057,.
Jiangsu-Residential_PV-274,2060,2106182,21062,.
Jiangsu-Residential_PV-275,2060,2106182,21062,.
Jiangsu-Residential_PV-276,2060,2106182,21062,.
Jiangsu-Residential_PV-277,2060,2106182,21062,.
Jiangsu-Residential_PV-278,2060,2106182,21062,.
Jiangsu-Residential_PV-357,2060,2106182,21062,.
Jiangsu-Residential_PV-370,2060,2106182,21062,.
Jiangsu-Wind-1078,2060,1006838,10028,.
Jiangsu-Wind-1079,2060,1006838,10028,.
Jiangsu-Wind-1080,2060,1006838,10028,.
Jiangsu-Wind-1084,2060,1006838,10028,.
Jiangsu-Wind-1085,2060,1006838,10028,.
Jiangsu-Wind-1088,2060,1006838,10028,.
Jiangsu-Wind-1089,2060,1006838,10028,.
Jiangsu-Wind-1092,2060,1006838,10028,.
Jiangsu-Wind-1093,2060,1006838,10028,.
Jiangsu-Wind-1094,2060,1006838,10028,.
Jiangsu-Wind-1096,2060,1006838,10028,.
Jiangsu-Wind-1159,2060,1006838,10028,.
Shanghai-Battery_Storage-11180,2060,1328640,12000,0
Shanghai-Central_PV-509,2060,1200000,12000,.
Shanghai-Coal_1000_OT-11911,2060,549787,5044,.
Shanghai-Coal_1000_RC-11919,2060,578592,5309,.
Shanghai-Coal_1000_SEA-11929,2060,578584,5309,.
Shanghai-Coal_300_OT-11915,2060,591611,5689,.
Shanghai-Coal_300_RC-11923,2060,630091,6059,.
Shanghai-Coal_300_SEA-11933,2060,630084,6059,.
Shanghai-Coal_600_OT-11913,2060,572364,5251,.
Shanghai-Coal_600_RC-11921,2060,582951,5349,.
Shanghai-Coal_600_SEA-11931,2060,582944,5349,.
Shanghai-Coal_IGCC_RC-11925,2060,1634880,15000,.
Shanghai-Commercial_PV-109,2060,1500000,15000,.
Shanghai-Gas_CCGT_OT-11917,2060,665600,6400,.
Shanghai-Gas_CCGT_RC-11927,2060,665600,6400,.
Shanghai-Gas_CCGT_SEA-11935,2060,665600,6400,.
Shanghai-Gas_Combustion_Turbine_RC-13158,2060,484343,4657,.
Shanghai-Offshore_Wind-13152,2060,2013675,20057,.
Shanghai-Residential_PV-309,2060,2106182,21062,.
Shanghai-Wind-1068,2060,1006838,10028,.
Shanghai-Wind-1069,2060,1006838,10028,.
Shanghai-Wind-1072,2060,1006838,10028,.
Sichuan-Battery_Storage-11176,2060,1328640,12000,0
Sichuan-Central_PV-515,2060,1200000,12000,.
Sichuan-Central_PV-516,2060,1200000,12000,.
Sichuan-Central_PV-517,2060,1200000,12000,.
Sichuan-Central_PV-518,2060,1200000,12000,.
Sichuan-Central_PV-519,2060,1200000,12000,.
Sichuan-Central_PV-520,2060,1200000,12000,.
Sichuan-Central_PV-521,2060,1200000,12000,.
Sichuan-Coal_1000_RC-12687,2060,578592,5309,.
Sichuan-Coal_1000_RC-12697,2060,578592,5309,.
Sichuan-Coal_1000_RC-12707,2060,578592,5309,.
Sichuan-Coal_1000_RC-12717,2060,578592,5309,.
Sichuan-Coal_300_RC-12691,2060,630091,6059,.
Sichuan-Coal_300_RC-12701,2060,630091,6059,.
Sichuan-Coal_300_RC-12711,2060,630091,6059,.
Sichuan-Coal_300_RC-12721,2060,630091,6059,.
Sichuan-Coal_600_RC-12689,2060,582951,5349,.
Sichuan-Coal_600_RC-12699,2060,582951,5349,.
Sichuan-Coal_600_RC-12709,2060,582951,5349,.
Sichuan-Coal_600_RC-12719,2060,582951,5349,.
Sichuan-Coal_IGCC_RC-12693,2060,1634880,15000,.
Sichuan-Coal_IGCC_RC-12703,2060,1634880,15000,.
Sichuan-Coal_IGCC_RC-12713,2060,1634880,15000,.
Sichuan-Coal_IGCC_RC-12723,2060,1634880,15000,.
Sichuan-Commercial_PV-115,2060,1500000,15000,.
Sichuan-Commercial_PV-116,2060,1500000,15000,.
Sichuan-Commercial_PV-117,2060,1500000,15000,.
Sichuan-Commercial_PV-118,2060,1500000,15000,.
Sichuan-Commercial_PV-119,2060,1500000,15000,.
Sichuan-Commercial_PV-120,2060,1500000,15000,.
Sichuan-Commercial_PV-121,2060,1500000,15000,.
Sichuan-Gas_CCGT_RC-12695,2060,665600,6400,.
Sichuan-Gas_CCGT_RC-12705,2060,665600,6400,.
Sichuan-Gas_CCGT_RC-12715,2060,665600,6400,.
Sichuan-Gas_CCGT_RC-12725,2060,665600,6400,.
Sichuan-Gas_Combustion_Turbine_RC-13090,2060,484343,4657,.
Sichuan-Nuclear_SMR-13089,2060,4034304,36000,.
Sichuan-Residential_PV-315,2060,2106182,21062,.
Sichuan-Residential_PV-316,2060,2106182,21062,.
Sichuan-Residential_PV-317,2060,2106182,21062,.
Sichuan-Residential_PV-318,2060,2106182,21062,.
